url,title,published_date,full_text,source,company_name,company_name_short,company_id,industry_general,industry
https://www.marketscreener.com/quote/stock/PERNOD-RICARD-4681/news/PERNOD-RICARD-Receives-a-Buy-rating-from-Jefferies-44746639/,PERNOD RICARD  :  Receives a Buy rating from Jefferies,"August 31, 2023 at 02:45 pm EDT","In a research note published by Edward Mundy, Jefferies advises its customers to buy the stock. Previously set at EUR 235, the target price has been slightly modified to EUR 230.",© MarketScreener with dpa-AFX Analyser - 2023,Pernod Ricard,RI,FR0000120693,Equities,Distillers & Wineries
https://www.marketscreener.com/quote/stock/AIXTRON-SE-3975874/news/AIXTRON-Jefferies-reiterates-its-Buy-rating-44746632/,AIXTRON  :  Jefferies reiterates its Buy rating,"August 31, 2023 at 02:45 pm EDT","In a research note published by Janardan Menon, Jefferies advises its customers to buy the stock. The target price remains set at EUR 52.",© MarketScreener with dpa-AFX Analyser - 2023,AIXTRON SE,AIXA,DE000A0WMPJ6,Equities,Semiconductor Equipment & Testing
https://www.marketscreener.com/quote/stock/KOENIG-BAUER-AG-436567/news/KOENIG-BAUER-AG-Baader-Bank-reiterates-its-Buy-rating-44746339/,KOENIG & BAUER AG  :  Baader Bank reiterates its Buy rating,"August 31, 2023 at 01:33 pm EDT","In a research note published by Peter Rothenaicher, Baader Bank advises its customers to buy the stock. The target price is unchanged and still at EUR 20.",© MarketScreener with dpa-AFX Analyser - 2023,Koenig & Bauer AG,SKB,DE0007193500,Equities,Industrial Machinery & Equipment
https://www.marketscreener.com/quote/stock/FIELMANN-GROUP-AG-436069/news/FIELMANN-AG-DZ-Bank-reaffirms-its-Neutral-rating-44745958/,FIELMANN AG  :  DZ Bank reaffirms its Neutral rating,"August 31, 2023 at 12:15 pm EDT",Analyst Thomas Maul from DZ Bank research gives the stock a Neutral rating.,© MarketScreener with dpa-AFX Analyser - 2023,Fielmann Group AG,FIE,DE0005772206,Equities,Other Specialty Retailers
https://www.marketscreener.com/quote/stock/PERNOD-RICARD-4681/news/PERNOD-RICARD-RBC-remains-Neutral-44745630/,PERNOD RICARD  :  RBC remains Neutral,"August 31, 2023 at 11:59 am EDT",James Edwardes Jones from RBC retains his Neutral opinion on the stock. The target price remains unchanged at EUR 170.,© MarketScreener with dpa-AFX Analyser - 2023,Pernod Ricard,RI,FR0000120693,Equities,Distillers & Wineries
https://www.marketscreener.com/quote/stock/CRH-PLC-4000708/news/CRH-Credit-Suisse-keeps-its-Buy-rating-44744931/,CRH  :  Credit Suisse keeps its Buy rating,"August 31, 2023 at 10:13 am EDT","In a research note published by Lars Kjellberg, Credit Suisse advises its customers to buy the stock. The target price has been raised from EUR 56.50 to EUR 65.20.",© MarketScreener with dpa-AFX Analyser - 2023,CRH plc                                                                                                        London S.E.,CRH,IE0001827041,Equities,Construction Materials
https://www.marketscreener.com/quote/stock/GIVAUDAN-SA-2956033/news/GIVAUDAN-AG-UBS-remains-a-Sell-rating-44743542/,GIVAUDAN AG  :  UBS remains a Sell rating,"August 31, 2023 at 08:32 am EDT",UBS analyst reiterate his Sell rating on the stock. The target price continues to be set at CHF 2800.,© MarketScreener with dpa-AFX Analyser - 2023,Givaudan SA,GIVN,CH0010645932,Equities,Specialty Chemicals
https://www.marketscreener.com/quote/stock/PERNOD-RICARD-4681/news/PERNOD-RICARD-UBS-remains-Neutral-44743502/,PERNOD RICARD  :  UBS remains Neutral,"August 31, 2023 at 08:31 am EDT","In a research note published by Nik Oliver, UBS gives a Neutral rating to the stock. The target price is unchanged at EUR 199.",© MarketScreener with dpa-AFX Analyser - 2023,Pernod Ricard,RI,FR0000120693,Equities,Distillers & Wineries
https://www.marketscreener.com/quote/stock/ORSTED-A-S-28607554/news/ORSTED-UBS-gives-a-Buy-rating-44743495/,ORSTED  :  UBS gives a Buy rating,"August 31, 2023 at 08:31 am EDT","In his latest research note, analyst Sam Arie confirms his positive recommendation. The broker UBS is keeping its Buy rating. The target price has been revised downwards and is now set at DKK 615 as compared to DKK 680 previously.",© MarketScreener with dpa-AFX Analyser - 2023,Orsted A/S,ORSTED,DK0060094928,Equities,Electric Utilities
https://www.marketscreener.com/quote/stock/EVOTEC-SE-436047/news/EVOTEC-Deutsche-Bank-reiterates-its-Neutral-rating-44743460/,EVOTEC  :  Deutsche Bank reiterates its Neutral rating,"August 31, 2023 at 08:28 am EDT","In a research note published by Falko Friedrichs, Deutsche Bank gives a Neutral rating to the stock. The target price is unchanged and still at EUR 20.",© MarketScreener with dpa-AFX Analyser - 2023,Evotec SE,EVT,DE0005664809,Equities,Biotechnology & Medical Research
