url,title,published_date,full_text,source,company_name,company_name_short,company_id,industry_general,industry
https://www.marketscreener.com/quote/stock/TOTALENERGIES-SE-4717/news/TOTALENERGIES-JP-Morgan-keeps-its-Buy-rating-43684937/,TOTALENERGIES  :  JP Morgan keeps its Buy rating,"April 28, 2023 at 04:33 pm EDT",JP Morgan analyst Christyan Malek maintains his Buy rating on the stock. The target price is still set at EUR 69.,© MarketScreener with dpa-AFX Analyser - 2023,TotalEnergies SE,TTE,FR0000120271,Equities,Integrated Oil & Gas
https://www.marketscreener.com/quote/stock/AUTO1-GROUP-SE-118558687/news/AUTO1-Gets-a-Buy-rating-from-JP-Morgan-43684791/,AUTO1  :  Gets a Buy rating from JP Morgan,"April 28, 2023 at 04:20 pm EDT",JP Morgan is positive on the stock with a Buy rating. The target price remains unchanged at EUR 10.,© MarketScreener with dpa-AFX Analyser - 2023,AUTO1 Group SE,AG1,DE000A2LQ884,Equities,Internet Services
https://www.marketscreener.com/quote/stock/AIR-LIQUIDE-4605/news/AIR-LIQUIDE-L-Buy-rating-from-Credit-Suisse-43684739/,AIR LIQUIDE(L)  :  Buy rating from Credit Suisse,"April 28, 2023 at 04:13 pm EDT",Analyst Samuel Perry from Credit Suisse research considers the stock attractive and recommends it with a Buy rating. The target price continues to be set at EUR 177.27.,© MarketScreener with dpa-AFX Analyser - 2023,Air Liquide,AI,FR0000120073,Equities,Commodity Chemicals
https://www.marketscreener.com/quote/stock/EVONIK-INDUSTRIES-AG-13066670/news/EVONIK-Credit-Suisse-remains-a-Sell-rating-43684717/,EVONIK  :  Credit Suisse remains a Sell rating,"April 28, 2023 at 04:08 pm EDT",Credit Suisse's analyst Samuel Perry maintains his Sell rating on the stock. The target price is unchanged at EUR 15.,© MarketScreener with dpa-AFX Analyser - 2023,Evonik Industries AG,EVK,DE000EVNK013,Equities,Specialty Chemicals
https://www.marketscreener.com/quote/stock/WACKER-CHEMIE-AG-488289/news/WACKER-CHEMIE-AG-Credit-Suisse-sticks-Neutral-43684639/,WACKER CHEMIE AG  :  Credit Suisse sticks Neutral,"April 28, 2023 at 03:53 pm EDT","In a research note, Credit Suisse analyst Samuel Perry has maintained his recommendation on the stock with a Neutral rating. The target price continues to be set at EUR 160.",© MarketScreener with dpa-AFX Analyser - 2023,Wacker Chemie AG,WCH,DE000WCH8881,Equities,Specialty Chemicals
https://www.marketscreener.com/quote/stock/BBVA-69719/news/BBVA-RBC-reiterates-its-Buy-rating-43684581/,BBVA   :  RBC reiterates its Buy rating,"April 28, 2023 at 03:34 pm EDT","Already positive, the research from RBC and its analyst Benjamin Toms still consider the stock as a Buy opportunity. The target price has been lifted and is now set at EUR 8.50 compared to EUR 8.00 before.",© MarketScreener with dpa-AFX Analyser - 2023,BBVA,BBVA,ES0113211835,Equities,Banks
https://www.marketscreener.com/quote/stock/MERCEDES-BENZ-GROUP-AG-436541/news/MERCEDES-BENZ-GROUP-RBC-keeps-its-Buy-rating-43684560/,MERCEDES-BENZ GROUP  :  RBC keeps its Buy rating,"April 28, 2023 at 03:27 pm EDT",RBC is positive on the stock with a Buy rating. The target price is set at 92 versus 90 EUR.,© MarketScreener with dpa-AFX Analyser - 2023,Mercedes-Benz Group AG,MBG,DE0007100000,Equities,Auto & Truck Manufacturers
https://www.marketscreener.com/quote/stock/MUNICH-RE-436858/news/MUNICH-RE-Buy-rating-from-DZ-Bank-43682751/,MUNICH RE  :  Buy rating from DZ Bank,"April 28, 2023 at 11:49 am EDT",Analyst Thorsten Wenzel from DZ Bank research considers the stock attractive and recommends it with a Buy rating.,© MarketScreener with dpa-AFX Analyser - 2023,Munich Re,MUV2,DE0008430026,Equities,Reinsurance
https://www.marketscreener.com/quote/stock/PROSIEBENSAT-1-MEDIA-SE-13966934/news/PROSIEBENSAT-1-DZ-Bank-sticks-Neutral-43682625/,PROSIEBENSAT.1  :  DZ Bank sticks Neutral,"April 28, 2023 at 11:39 am EDT",DZ Bank's research confirms his advice and maintains his neutral opinion on the stock.,© MarketScreener with dpa-AFX Analyser - 2023,ProSiebenSat.1 Media SE,PSM,DE000PSM7770,Equities,Broadcasting
https://www.marketscreener.com/quote/stock/ASSYSTEM-4614/news/Assystem-benefits-from-two-positive-analyses-43682560/,Assystem: benefits from two positive analyses,"April 28, 2023 at 11:34 am EDT","The share price is up nearly 1.5% on the back of two positive analyses published today.Stifel reaffirms its 'buy' recommendation on Assystem and raises its target price from 50 to 55 euros, following the engineering consultancy's announcement of first-quarter 2023 sales 9% ahead of expectations.'Also, taking this into account, we are slightly raising our forecasts for 2023. In addition, we are increasing EPS by 6.6% to also take into account a higher contribution from the results of Expleo, 38%-owned by Assystem', says the broker.Invest Securities confirms its buy rating on Assystem shares, with a price target raised from €54 to €55. The analyst believes that the 16.4% rise in 1st-quarter sales illustrates the message conveyed by management in mid-March on the occasion of the 2022 results, namely that 'the acceleration in growth would be faster than initially envisaged'.  Given that the main bottleneck, recruitment, is also being managed fairly well (25% of recruitment planned for 2023 was completed in Q1), momentum is indeed improving in consolidated activities"", the research house points out.Invest Securities now believes that 'the only uncertainty lies in the timing of the disposal of the Expleo and Framatome stakes', but stresses that 'more than ever, Assystem remains a strong conviction to take advantage of the nuclear revival'.Copyright (c) 2023 CercleFinance.com. All rights reserved.",© Cercle Finance - 2023,Assystem,ASY,FR0000074148,Equities,Construction & Engineering
