url,title,published_date,full_text,source,company_name,company_name_short,company_id,industry_general,industry
https://www.marketscreener.com/quote/stock/CEWE-STIFTUNG-CO-KGAA-435864/news/CEWE-Baader-Bank-keeps-its-Buy-rating-44244319/,CEWE  :  Baader Bank keeps its Buy rating,"June 30, 2023 at 12:39 pm EDT","In a research note published by Volker Bosse, Baader Bank advises its customers to buy the stock. The target price is being increased from EUR 105 to EUR 116.",© MarketScreener with dpa-AFX Analyser - 2023,CEWE Stiftung & Co. KGaA,CWC,DE0005403901,Equities,Commercial Printing Services
https://www.marketscreener.com/quote/stock/IBERDROLA-S-A-355153/news/IBERDROLA-SA-RBC-reiterates-its-Buy-rating-44244056/,IBERDROLA SA  :  RBC reiterates its Buy rating,"June 30, 2023 at 12:19 pm EDT",Fernando Garcia from RBC retains his positive opinion on the stock with a Buy rating. The target price is unchanged at EUR 12.,© MarketScreener with dpa-AFX Analyser - 2023,"Iberdrola, S.A.",IBE,ES0144580Y14,Equities,Electric Utilities
https://www.marketscreener.com/quote/stock/NIKE-INC-13739/news/NIKE-INC-Sell-rating-from-DZ-Bank-44243330/,NIKE INC  :  Sell rating from DZ Bank,"June 30, 2023 at 10:49 am EDT","The analyst from DZ Bank, Katharina Schmenger, maintains his advice to sell.",© MarketScreener with dpa-AFX Analyser - 2023,"Nike, Inc.",NKE,US6541061031,Equities,Footwear
https://www.marketscreener.com/quote/stock/ENGIE-4995/news/Engie-Deutsche-Bank-cuts-its-price-target-44243263/,ENGIE :  Deutsche Bank cuts its price target,"June 30, 2023 at 10:40 am EDT","On Friday, Deutsche Bank cut its price target for Engie from 17 to 16.5 euros, believing that the nuclear agreement reached with the Belgian government came at a cost.As a reminder, the energy group announced yesterday that it had agreed with the Belgian government to extend the lifespan of two of its nuclear power plants, an agreement that was accompanied by the setting of a lump sum for future waste treatment costs.This agreement eliminates a major risk for the stock, but it also comes at a significant premium to the book value of its nuclear provisions"", the broker points out.The increase in these commitments will correspond to an amount of around 4.5 billion euros (or 1.9 euros per share), much higher than the two billion euros that the broker was anticipating.DB nevertheless maintains its buy recommendation on the share.Copyright (c) 2023 CercleFinance.com. All rights reserved.The information and analyses published by Cercle Finance are intended solely as a decision-making aid for investors. Cercle Finance cannot be held responsible, directly or indirectly, for the use of information and analyses by readers. Uninformed investors are advised to consult a professional advisor before investing. This information does not constitute an invitation to sell or a solicitation to buy.",© Cercle Finance - 2023,ENGIE,ENGI,FR0010208488,Equities,Multiline Utilities
https://www.marketscreener.com/quote/stock/VESTAS-WIND-SYSTEMS-A-S-121357143/news/VESTAS-WIND-SYSTEMS-Bernstein-reiterates-its-Buy-rating-44242645/,VESTAS WIND SYSTEMS  :  Bernstein reiterates its Buy rating,"June 30, 2023 at 09:28 am EDT","In a research note, Bernstein analyst Nicholas Green has maintained his recommendation on the stock with a Buy rating. The target price remains unchanged at DKK 260.",© MarketScreener with dpa-AFX Analyser - 2023,Vestas Wind Systems A/S,VWS,DK0061539921,Equities,Renewable Energy Equipment & Services
https://www.marketscreener.com/quote/stock/SIEMENS-ENERGY-AG-113013151/news/SIEMENS-ENERGY-Sell-rating-from-Bernstein-44242637/,SIEMENS ENERGY  :  Sell rating from Bernstein,"June 30, 2023 at 09:27 am EDT",Bernstein reiterate its Sell rating. The target price remains unchanged at EUR 20.,© MarketScreener with dpa-AFX Analyser - 2023,Siemens Energy AG,ENR,DE000ENER6Y0,Equities,Renewable Energy Equipment & Services
https://www.marketscreener.com/quote/stock/SCHAEFFLER-AG-24301176/news/SCHAEFFLER-Jefferies-sticks-Neutral-44242484/,SCHAEFFLER  :  Jefferies sticks Neutral,"June 30, 2023 at 09:12 am EDT","In his latest research note, analyst Himanshu Agarwal confirms his recommendation. The broker Jefferies is keeping its Neutral rating. Previously set at EUR 6.20, the target price is lowered to EUR 5.80.",© MarketScreener with dpa-AFX Analyser - 2023,Schaeffler AG,SHA,DE000SHA0159,Equities,"Auto, Truck & Motorcycle Parts"
https://www.marketscreener.com/quote/stock/COMPAGNIE-FINANCIERE-RICH-14354614/news/RICHEMONT-Credit-Suisse-remains-Neutral-44242468/,RICHEMONT  :  Credit Suisse remains Neutral,"June 30, 2023 at 09:10 am EDT","Credit Suisse confirms his opinion on the stock and remains Neutral. Previously set at CHF 110, the target price has been raised to CHF 145.",© MarketScreener with dpa-AFX Analyser - 2023,COMPAGNIE FINANCIERE RICHEMONT,CFR,CH0210483332,Equities,Apparel & Accessories
https://www.marketscreener.com/quote/stock/HERMES-INTERNATIONAL-4657/news/HERMES-Credit-Suisse-reiterates-its-Neutral-rating-44242459/,HERMES  :  Credit Suisse reiterates its Neutral rating,"June 30, 2023 at 09:09 am EDT","In a research note, Credit Suisse analyst Natasha Brilliant has maintained his recommendation on the stock with a Neutral rating. The target price is being increased from EUR 1230 to EUR 1815.",© MarketScreener with dpa-AFX Analyser - 2023,Hermès International,RMS,FR0000052292,Equities,Apparel & Accessories
https://www.marketscreener.com/quote/stock/AUTO1-GROUP-SE-118558687/news/AUTO1-Goldman-Sachs-reiterates-its-Neutral-rating-44242261/,AUTO1  :  Goldman Sachs reiterates its Neutral rating,"June 30, 2023 at 09:03 am EDT","Analyst Lisa Yang from Goldman Sachs research gives the stock a Neutral rating. Previously set at EUR 9.80, the target price is lowered to EUR 9.50.",© MarketScreener with dpa-AFX Analyser - 2023,AUTO1 Group SE,AG1,DE000A2LQ884,Equities,Internet Services
https://www.marketscreener.com/quote/stock/LEG-IMMOBILIEN-SE-12467148/news/LEG-IMMOBILIEN-Buy-rating-from-Warburg-Research-44242171/,LEG IMMOBILIEN  :  Buy rating from Warburg Research,"June 30, 2023 at 08:59 am EDT","In a research note published by Simon Stippig, Warburg Research advises its customers to buy the stock. The target price remains unchanged at EUR 74.40.",© MarketScreener with dpa-AFX Analyser - 2023,LEG Immobilien SE,LEG,DE000LEG1110,Equities,Real Estate Development & Operations
https://www.marketscreener.com/quote/stock/EVONIK-INDUSTRIES-AG-13066670/news/EVONIK-Warburg-Research-remains-its-Buy-rating-44242164/,EVONIK  :  Warburg Research remains its Buy rating,"June 30, 2023 at 08:59 am EDT","In a research note published by Oliver Schwarz, Warburg Research advises its customers to buy the stock. The target price is decreased from EUR 26.50 to EUR 23.",© MarketScreener with dpa-AFX Analyser - 2023,Evonik Industries AG,EVK,DE000EVNK013,Equities,Specialty Chemicals
https://www.marketscreener.com/quote/stock/ADIDAS-AG-6714534/news/ADIDAS-Warburg-Research-gives-a-Neutral-rating-44242156/,ADIDAS  :  Warburg Research gives a Neutral rating,"June 30, 2023 at 08:58 am EDT",Analyst Jörg Frey from Warburg Research research gives the stock a Neutral rating. The target price remains set at EUR 170.,© MarketScreener with dpa-AFX Analyser - 2023,adidas AG,ADS,DE000A1EWWW0,Equities,Footwear
https://www.marketscreener.com/quote/stock/RENAULT-4688/news/Renault-Stifel-confirms-its-Buy-rating-on-the-share-44242146/,RENAULT  :  Stifel confirms its Buy rating on the share,"June 30, 2023 at 08:57 am EDT","Stifel maintains its Buy rating on Renault shares, with an unchanged target price of 48 euros. While the Group has raised its forecasts for the year, the analyst believes that operating income should be boosted by ""at least a quarter"" thanks to the quality of sales (volume/price/mix) and a less unfavorable cost base (raw materials/transportation/energy/supplier remuneration). As a result, 'Renault's profitability could reach new heights in 2023, surpassing the previous record set in... 1999 (before the Nissan era)', argues Stifel.Le Losange now anticipates: (1) a Group margin of between 7% and 8% (compared with 6% or more previously) and (2) automotive operating FCF of over E2.5 billion (compared with over E2 billion previously).According to Stifel, given the pace of product launches in 2024 (14 new cars) and 2025 (five new cars), as well as work on costs, 'forward financial statements could prove even more attractive than in 2023'.Copyright (c) 2023 CercleFinance.com. All rights reserved.The information and analyses published by Cercle Finance are intended solely as a decision-making aid for investors. Cercle Finance cannot be held responsible, directly or indirectly, for the use of information and analyses by readers. Uninformed investors are advised to consult a professional advisor before investing. This information does not constitute an invitation to sell or a solicitation to buy.",© Cercle Finance - 2023,Renault,RNO,FR0000131906,Equities,Auto & Truck Manufacturers
https://www.marketscreener.com/quote/stock/PUMA-SE-436505/news/PUMA-SE-Gets-a-Buy-rating-from-Warburg-Research-44242129/,PUMA SE  :  Gets a Buy rating from Warburg Research,"June 30, 2023 at 08:55 am EDT","In a research note published by Jörg Frey, Warburg Research advises its customers to buy the stock. The target price differs slightly and is now set at EUR 99 versus EUR 100.",© MarketScreener with dpa-AFX Analyser - 2023,PUMA SE,PUM,DE0006969603,Equities,Footwear
https://www.marketscreener.com/quote/stock/KION-GROUP-AG-13495387/news/KION-Warburg-Research-maintains-a-Buy-rating-44242117/,KION  :  Warburg Research maintains a Buy rating,"June 30, 2023 at 08:54 am EDT","Stefan Augustin from Warburg Research retains his positive opinion on the stock with a Buy rating. Previously set at EUR 63, the target price has been slightly modified to EUR 64.",© MarketScreener with dpa-AFX Analyser - 2023,KION GROUP AG,KGX,DE000KGX8881,Equities,Heavy Machinery & Vehicles
https://www.marketscreener.com/quote/stock/SOCIETE-GENERALE-4702/news/Societe-Generale-the-stock-benefits-from-an-upgrade-in-opinion-44241861/,Societe Generale: the stock benefits from an upgrade in opinion,"June 30, 2023 at 08:28 am EDT","On Friday, Societe Generale was the biggest riser on the Paris Bourse's CAC 40 index, after Deutsche Bank upgraded its recommendation on the stock to ""buy"".At around 2:15 pm, the French banking group's shares gained nearly 3%, while the CAC 40 index advanced by 1%.Deutsche Bank announced this morning that it had upgraded its recommendation on the stock from ""hold"" to ""buy"", with a price target of 34 euros, indicating a potential appreciation of 45%.The intermediary justifies its decision by the fact that several favorable elements are on the horizon for the establishment up to 2024, starting with a recovery in net interest income (NII) from the retail banking division in France.The analyst also points to the forthcoming materialization of cost reductions resulting from the restructuring of the branch network, as well as the positive effects of the merger between ALD and LeasePlan.""The solid quality of its assets, the correct level of its available capital and return on capital, and a cheap valuation complete this investment case"", adds DB.Copyright (c) 2023 CercleFinance.com. All rights reserved.",© Cercle Finance - 2023,Société Générale,GLE,FR0000130809,Equities,Banks
